Asset Name,Weight,Sharpe Ratio,Execution Time (seconds)
WMT,0.10502490341751514,3.044544269226093,397.6090152
VZ,0.0005086189718407536,3.044544269226093,397.6090152
TRV,0.11154445213438345,3.044544269226093,397.6090152
PG,0.0963648713840679,3.044544269226093,397.6090152
NKE,0.0632567403796752,3.044544269226093,397.6090152
MSFT,0.004980393629292222,3.044544269226093,397.6090152
MRK,0.0007806005109498883,3.044544269226093,397.6090152
MMM,0.021104752271254044,3.044544269226093,397.6090152
MCD,0.013123699786196603,3.044544269226093,397.6090152
KO,0.012143489091413447,3.044544269226093,397.6090152
JPM,0.021413455199124708,3.044544269226093,397.6090152
JNJ,0.0055111155102805665,3.044544269226093,397.6090152
IBM,0.11159539176113055,3.044544269226093,397.6090152
HON,0.03276794564411922,3.044544269226093,397.6090152
HD,0.03889718481627366,3.044544269226093,397.6090152
GS,0.003298269524410073,3.044544269226093,397.6090152
DOW,0.0034456728668037944,3.044544269226093,397.6090152
DIS,0.052448996659154014,3.044544269226093,397.6090152
CVX,4.721237721417722E-05,3.044544269226093,397.6090152
CSCO,0.07631724974148967,3.044544269226093,397.6090152
CRM,0.06434072717266305,3.044544269226093,397.6090152
CAT,0.015238243610935221,3.044544269226093,397.6090152
AXP,0.04916012461626127,3.044544269226093,397.6090152
AMGN,0.0016246790975184586,3.044544269226093,397.6090152
AAPL,0.09506120982603297,3.044544269226093,397.6090152
