Asset Name,Weight,Sharpe Ratio,Execution Time (seconds)
WMT,0.09117360357249002,2.9949528417357025,392.4309337
WBA,0.004170629712823846,2.9949528417357025,392.4309337
VZ,0.03659918482460226,2.9949528417357025,392.4309337
V,0.031182620408852033,2.9949528417357025,392.4309337
UNH,0.0023974170389756307,2.9949528417357025,392.4309337
TRV,0.0845482184907953,2.9949528417357025,392.4309337
PG,0.09012489212489119,2.9949528417357025,392.4309337
NKE,0.05106315923407484,2.9949528417357025,392.4309337
MSFT,0.012360676054640142,2.9949528417357025,392.4309337
MMM,0.0067116725790252445,2.9949528417357025,392.4309337
MCD,0.07809471316297188,2.9949528417357025,392.4309337
KO,0.015018839778321509,2.9949528417357025,392.4309337
JPM,0.02014395885216157,2.9949528417357025,392.4309337
JNJ,0.03173330804747961,2.9949528417357025,392.4309337
IBM,0.04186809276638348,2.9949528417357025,392.4309337
HON,0.009333518784479753,2.9949528417357025,392.4309337
HD,0.028595209086999654,2.9949528417357025,392.4309337
DIS,0.0801539889936267,2.9949528417357025,392.4309337
CVX,0.017001830740421317,2.9949528417357025,392.4309337
CSCO,0.08801718051627089,2.9949528417357025,392.4309337
CRM,0.08413255026380892,2.9949528417357025,392.4309337
CAT,0.010374827766641415,2.9949528417357025,392.4309337
BA,0.005125880438063449,2.9949528417357025,392.4309337
AXP,0.028062885074201186,2.9949528417357025,392.4309337
AAPL,0.05201114168699798,2.9949528417357025,392.4309337
