Asset Name,Weight,Sharpe Ratio,Execution Time (seconds)
WMT,0.11068245790612932,2.9954483616103182,388.6140679
WBA,0.009126313061770076,2.9954483616103182,388.6140679
VZ,0.023120834478208965,2.9954483616103182,388.6140679
V,0.10484784506211202,2.9954483616103182,388.6140679
UNH,0.005055436927140095,2.9954483616103182,388.6140679
TRV,0.0451546157946929,2.9954483616103182,388.6140679
PG,0.0415050356471806,2.9954483616103182,388.6140679
NKE,0.00103889244757527,2.9954483616103182,388.6140679
MSFT,0.007824161953357441,2.9954483616103182,388.6140679
MRK,0.04310109642264282,2.9954483616103182,388.6140679
MCD,0.021805333869980372,2.9954483616103182,388.6140679
KO,0.011917487765712467,2.9954483616103182,388.6140679
JPM,0.06291706604524816,2.9954483616103182,388.6140679
JNJ,0.008288018171129593,2.9954483616103182,388.6140679
INTC,0.005795767252764821,2.9954483616103182,388.6140679
IBM,0.009158701345298455,2.9954483616103182,388.6140679
HON,0.046937613667880164,2.9954483616103182,388.6140679
GS,0.01888731470061937,2.9954483616103182,388.6140679
DIS,0.03621797559567919,2.9954483616103182,388.6140679
CSCO,0.09415099132213027,2.9954483616103182,388.6140679
CRM,0.08840402747104575,2.9954483616103182,388.6140679
CAT,0.07862990656705757,2.9954483616103182,388.6140679
BA,0.003802302161928074,2.9954483616103182,388.6140679
AXP,0.02431864747865192,2.9954483616103182,388.6140679
AAPL,0.09731215688406428,2.9954483616103182,388.6140679
