Asset Name,Weight,Sharpe Ratio,Execution Time (seconds)
WMT,0.1137265902524818,2.964606677294502,772.8495973
WBA,0.006034765817705894,2.964606677294502,772.8495973
VZ,0.08632550245389194,2.964606677294502,772.8495973
V,0.04480673374688075,2.964606677294502,772.8495973
TRV,0.017128354112137586,2.964606677294502,772.8495973
PG,0.021290196403166383,2.964606677294502,772.8495973
NKE,0.0033841798258329395,2.964606677294502,772.8495973
MSFT,0.02007576963402516,2.964606677294502,772.8495973
MRK,5.889728929134263E-05,2.964606677294502,772.8495973
MMM,0.020348315282222224,2.964606677294502,772.8495973
MCD,0.04531941616376073,2.964606677294502,772.8495973
KO,0.02819635816615715,2.964606677294502,772.8495973
JPM,0.01173269563934252,2.964606677294502,772.8495973
INTC,0.007852043333377447,2.964606677294502,772.8495973
HON,0.10744922001803117,2.964606677294502,772.8495973
HD,0.019293036922636998,2.964606677294502,772.8495973
GS,0.028554926158807177,2.964606677294502,772.8495973
DOW,0.002904259032917711,2.964606677294502,772.8495973
DIS,0.020115055135731863,2.964606677294502,772.8495973
CSCO,0.09314675018933871,2.964606677294502,772.8495973
CRM,0.09376999917901695,2.964606677294502,772.8495973
CAT,0.00961404761169711,2.964606677294502,772.8495973
BA,0.00855753681545503,2.964606677294502,772.8495973
AXP,0.08955579693272009,2.964606677294502,772.8495973
AAPL,0.10075955388337328,2.964606677294502,772.8495973
