Asset Name,Weight,Sharpe Ratio,Execution Time (seconds)
WMT,0.0964524118167701,3.0690135109123258,2564.8954142
WBA,0.0013645179971827892,3.0690135109123258,2564.8954142
VZ,0.07393167438092801,3.0690135109123258,2564.8954142
V,0.08559888227095502,3.0690135109123258,2564.8954142
UNH,0.013839593888860045,3.0690135109123258,2564.8954142
TRV,0.02529270181262695,3.0690135109123258,2564.8954142
MSFT,0.0021205724667404183,3.0690135109123258,2564.8954142
MRK,0.02030623556418976,3.0690135109123258,2564.8954142
MMM,0.015867729257942522,3.0690135109123258,2564.8954142
MCD,0.01538570559435765,3.0690135109123258,2564.8954142
KO,0.015259964235603758,3.0690135109123258,2564.8954142
JPM,0.007162918860867606,3.0690135109123258,2564.8954142
JNJ,0.005847192748743606,3.0690135109123258,2564.8954142
INTC,0.0033179087412837376,3.0690135109123258,2564.8954142
IBM,0.03473450526373763,3.0690135109123258,2564.8954142
HON,0.04811441288107881,3.0690135109123258,2564.8954142
HD,0.04885176368849735,3.0690135109123258,2564.8954142
GS,0.004671811232809601,3.0690135109123258,2564.8954142
DIS,0.08958493193321465,3.0690135109123258,2564.8954142
CVX,0.034312445410273174,3.0690135109123258,2564.8954142
CSCO,0.08766478216870811,3.0690135109123258,2564.8954142
CRM,0.08822305329417694,3.0690135109123258,2564.8954142
CAT,0.03971484968880886,3.0690135109123258,2564.8954142
AXP,0.05103310470107191,3.0690135109123258,2564.8954142
AAPL,0.09134633010057117,3.0690135109123258,2564.8954142
