Asset Name,Weight,Sharpe Ratio,Execution Time (seconds)
WMT,0.07903020226051193,3.0081813706494422,2574.4411037
WBA,0.004010824145671008,3.0081813706494422,2574.4411037
V,0.059699034380098825,3.0081813706494422,2574.4411037
UNH,0.013141253671438735,3.0081813706494422,2574.4411037
TRV,0.03631538726164837,3.0081813706494422,2574.4411037
PG,0.027659301666198656,3.0081813706494422,2574.4411037
NKE,0.00477861310562262,3.0081813706494422,2574.4411037
MSFT,0.04323410279046724,3.0081813706494422,2574.4411037
MRK,0.013566317911072462,3.0081813706494422,2574.4411037
MMM,0.011253355219169803,3.0081813706494422,2574.4411037
MCD,0.07238539039520994,3.0081813706494422,2574.4411037
KO,0.02664411487537373,3.0081813706494422,2574.4411037
JPM,0.0034223230665143614,3.0081813706494422,2574.4411037
JNJ,0.028854036006484556,3.0081813706494422,2574.4411037
IBM,0.0819615645226099,3.0081813706494422,2574.4411037
HON,0.0622225844827473,3.0081813706494422,2574.4411037
HD,0.015386753453001249,3.0081813706494422,2574.4411037
GS,0.030648714343026923,3.0081813706494422,2574.4411037
DOW,0.0028005634443345985,3.0081813706494422,2574.4411037
DIS,0.052245440860361474,3.0081813706494422,2574.4411037
CSCO,0.09655120266758713,3.0081813706494422,2574.4411037
CRM,0.09704914632264514,3.0081813706494422,2574.4411037
CAT,0.0009298477493438743,3.0081813706494422,2574.4411037
AXP,0.0713926525276468,3.0081813706494422,2574.4411037
AAPL,0.0648172728712137,3.0081813706494422,2574.4411037
