Asset Name,Weight,Sharpe Ratio,Execution Time (seconds)
WMT,0.1347759547986988,3.0346147881550984,2561.3841246
VZ,0.05684281902504643,3.0346147881550984,2561.3841246
V,0.13959480420895662,3.0346147881550984,2561.3841246
UNH,0.0018506711708531096,3.0346147881550984,2561.3841246
TRV,0.04840006601954222,3.0346147881550984,2561.3841246
PG,0.08180247401867852,3.0346147881550984,2561.3841246
NKE,0.01799512579408905,3.0346147881550984,2561.3841246
MSFT,0.023283754453103763,3.0346147881550984,2561.3841246
MRK,0.01343526222942954,3.0346147881550984,2561.3841246
MMM,0.021281737044611122,3.0346147881550984,2561.3841246
MCD,0.037722278897864496,3.0346147881550984,2561.3841246
KO,0.006473502024363054,3.0346147881550984,2561.3841246
JPM,0.05104357012115126,3.0346147881550984,2561.3841246
IBM,0.003455068905225318,3.0346147881550984,2561.3841246
HON,0.0018906078367718492,3.0346147881550984,2561.3841246
HD,0.013042181441704645,3.0346147881550984,2561.3841246
GS,0.0056300347287044986,3.0346147881550984,2561.3841246
DIS,0.028616984925583244,3.0346147881550984,2561.3841246
CVX,0.01115238967218313,3.0346147881550984,2561.3841246
CSCO,0.033816282054192404,3.0346147881550984,2561.3841246
CRM,0.058246979117591566,3.0346147881550984,2561.3841246
CAT,0.02502673134021865,3.0346147881550984,2561.3841246
AXP,0.04410601849163166,3.0346147881550984,2561.3841246
AMGN,0.02562300128917872,3.0346147881550984,2561.3841246
AAPL,0.11489170039062621,3.0346147881550984,2561.3841246
