Asset Name,Weight,Sharpe Ratio,Execution Time (seconds)
WMT,0.12169814233640555,3.09156644087864,2561.5363364
WBA,0.020553351752231913,3.09156644087864,2561.5363364
V,0.09198454491908238,3.09156644087864,2561.5363364
TRV,0.0296719809638104,3.09156644087864,2561.5363364
PG,0.0053554723130521485,3.09156644087864,2561.5363364
NKE,0.040347574952516015,3.09156644087864,2561.5363364
MSFT,0.02576855768451909,3.09156644087864,2561.5363364
MMM,0.02529763976711451,3.09156644087864,2561.5363364
MCD,0.03086905117387356,3.09156644087864,2561.5363364
KO,0.016389979317088525,3.09156644087864,2561.5363364
JPM,0.024228354456923788,3.09156644087864,2561.5363364
IBM,0.0026749863088678886,3.09156644087864,2561.5363364
HON,0.026050224246055766,3.09156644087864,2561.5363364
HD,0.07085652360027725,3.09156644087864,2561.5363364
GS,0.004802838132274346,3.09156644087864,2561.5363364
DOW,0.005357496091505794,3.09156644087864,2561.5363364
DIS,0.09089515992038828,3.09156644087864,2561.5363364
CVX,0.00802265974513438,3.09156644087864,2561.5363364
CSCO,0.11931450457973301,3.09156644087864,2561.5363364
CRM,0.11433259033984093,3.09156644087864,2561.5363364
CAT,0.009952169165844179,3.09156644087864,2561.5363364
BA,0.006235955400273255,3.09156644087864,2561.5363364
AXP,0.09045148194099384,3.09156644087864,2561.5363364
AMGN,0.0022541270136704006,3.09156644087864,2561.5363364
AAPL,0.016634633878522865,3.09156644087864,2561.5363364
